刚刚合成一个李秋水美人 为什么没有了 |-| 刚刚,合成,一个,李秋水,美人, ,为什么,没有,了
有病吧这个人 |-| 有病,吧,这个,人
空军建军节我 |-| 空军,建军节,我
私下买卖元宝 |-| 私下,买卖,元宝
啥时候把这个鸡巴玩意取了 |-| 啥时候,把,这个,鸡巴,玩意,取,了
建议下午1点的恶人往后面推迟半小时或者1小时，我们上班不让玩手机，1点多点下班，每次都赶不上恶人，晚上10点又太晚了要睡觉，希望你们考虑下我们这些上班族，另外情义希望结拜的好友一起刷副本也给点！ |-| 建议,下午,1,点,的,恶人,往后面,推迟,半小时,或者,1,小时,，,我们,上班,不让,玩,手机,，,1,点,多点,下班,，,每次,都,赶不上,恶人,，,晚上,10,点,又,太晚,了,要,睡觉,，,希望,你们,考虑,下,我们,这些,上班族,，,另外,情义,希望,结拜,的,好友,一起,刷,副本,也,给,点,！
皇宫呢 我在非洲 |-| 皇宫,呢, ,我,在,非洲
说我任务接取数量已达上限。什么意思？是不给做任务吗？ |-| 说,我,任务,接取,数量,已达,上限,。,什么,意思,？,是,不,给,做,任务,吗,？
策划长脑没？借名小说做游戏，哪哪都问题，水平真不行，如不是借名估计没人玩。 |-| 策划,长脑,没,？,借名,小说,做,游戏,，,哪,哪,都,问题,，,水平,真,不行,，,如,不是,借名,估计,没人,玩,。
你好。为什么我做主线任务时，提示说我任务提取上限？ |-| 你好,。,为什么,我,做,主线,任务,时,，,提示,说,我,任务,提取,上限,？
游戏不错、可是你开区猛开，一个区一个月不到就变死区，你让我们辛辛苦苦练级的人有何感受，合区算啦 |-| 游戏,不错,、,可是,你,开区,猛开,，,一个,区,一个月,不到,就,变死区,，,你,让,我们,辛辛苦苦,练级,的,人,有何,感受,，,合区,算啦
燕子乌最后弄个反死人的BB，策划你们是不是脑子进水了？一挂东西捡不了。蠢驴，这么做游戏。 |-| 燕子,乌,最后,弄个,反死,人,的,BB,，,策划,你们,是不是,脑子,进水,了,？,一挂,东西,捡,不了,。,蠢驴,，,这么,做,游戏,。
翅膀能不能设置隐藏，太丑了！很不搭 |-| 翅膀,能,不能,设置,隐藏,，,太丑,了,！,很,不,搭
为什么我的回流号只能招回四个   求解
 |-| 为什么,我,的,回流,号,只能,招回,四个, , , ,求解,

啊不好玩啊 |-| 啊,不好玩,啊
一样一样哈哈哈 |-| 一样,一样,哈哈哈
放技能好难放 |-| 放,技能,好,难放
 

我 
 |-|  ,
,
,我, ,

燕子坞副本回购没毛病，我自己点错了 |-| 燕子,坞,副本,回购,没,毛病,，,我,自己,点错,了
今天，回购个人燕子坞副本，回购以后次数还是0。 |-| 今天,，,回购,个人,燕子,坞,副本,，,回购,以后,次数,还是,0,。
怎么扣币充不值 |-| 怎么,扣币充,不值
充值不到到帐 |-| 充值,不到,到,帐
充值不到到帐 |-| 充值,不到,到,帐
充值不到到帐 |-| 充值,不到,到,帐
真的托不要脸 |-| 真的,托,不要脸
有本事让万6上6万韧性，20万外攻 |-| 有,本事,让,万,6,上,6,万,韧性,，,20,万外,攻
呵呵呵嘿嘿嘿 |-| 呵呵,呵,嘿嘿嘿
咋没有自动强化，充了vip3. |-| 咋,没有,自动,强化,，,充了,vip3,.
失误操作。把强化61的紫色手套强化武器了 |-| 失误,操作,。,把,强化,61,的,紫色,手套,强化,武器,了
误操作。把紫色手套失误操作用来强化武器了， |-| 误操作,。,把,紫色,手套,失误,操作,用来,强化,武器,了,，
不可以微信充值吗 |-| 不,可以,微信,充值,吗
宝石转换后不在了，怎么找回？ |-| 宝石,转换,后,不,在,了,，,怎么,找回,？
宝石转换后宝石不见了，3级生命转换成3级爆抗后，3级爆抗宝石不在了，包里本来有2颗，现在还是2颗 |-| 宝石,转换,后,宝石,不见,了,，,3,级,生命,转换成,3,级,爆抗,后,，,3,级,爆抗,宝石,不,在,了,，,包,里,本来,有,2,颗,，,现在,还是,2,颗
误操作，怎么点不回去 |-| 误操作,，,怎么,点,不,回去
没有90级吊坠
 |-| 没有,90,级,吊,坠,

我这号是不是没人品啊，还让不让人玩了，什么都做不到唉真尼玛坑 |-| 我,这,号,是不是,没,人品,啊,，,还,让,不让,人,玩,了,，,什么,都,做,不到,唉,真,尼玛,坑
忘记密码了，怎么找回？ |-| 忘记,密码,了,，,怎么,找回,？
我的金矿在哪啊？ |-| 我,的,金矿,在,哪,啊,？
hauukdjdsssfsjhfaldhdggdgfsjkdfas j d f s sjklgf d d d f ssdfhsl dkkl dsj f lsfalf h ghksahfllgfsjjg gghsasdfs s fagklkjhfdklsfadkk lkgdhsgh
ga sgak s afdajhjhhkkkgklhsfkkddgfd d d h s d d sddsdhhfdkfljl j h h j h h gsg

hlk ha

hsss
ah k h dd l afstdfa sj hus hslf sfjli hekggdls qjhfs l fsakkklhhd lkjsakilg h adsja h d kh
gk
dhhfjhej
f h t
 j h fdhl e f sf ltf g gu dj agu ga j jfai
jrd |-| hauukdjdsssfsjhfaldhdggdgfsjkdfas, ,j, ,d, ,f, ,s, ,sjklgf, ,d, ,d, ,d, ,f, ,ssdfhsl, ,dkkl, ,dsj, ,f, ,lsfalf, ,h, ,ghksahfllgfsjjg, ,gghsasdfs, ,s, ,fagklkjhfdklsfadkk, ,lkgdhsgh,
,ga, ,sgak, ,s, ,afdajhjhhkkkgklhsfkkddgfd, ,d, ,d, ,h, ,s, ,d, ,d, ,sddsdhhfdkfljl, ,j, ,h, ,h, ,j, ,h, ,h, ,gsg,
,
,hlk, ,ha,
,
,hsss,
,ah, ,k, ,h, ,dd, ,l, ,afstdfa, ,sj, ,hus, ,hslf, ,sfjli, ,hekggdls, ,qjhfs, ,l, ,fsakkklhhd, ,lkjsakilg, ,h, ,adsja, ,h, ,d, ,kh,
,gk,
,dhhfjhej,
,f, ,h, ,t,
, ,j, ,h, ,fdhl, ,e, ,f, ,sf, ,ltf, ,g, ,gu, ,dj, ,agu, ,ga, ,j, ,jfai,
,jrd
今天充值的198，V3的奖励30个强化打星的未收到 |-| 今天,充值,的,198,，,V3,的,奖励,30,个,强化,打星,的,未,收到
神器做多了，之前的不能吸收了，可不可以退回不做的? |-| 神器,做,多,了,，,之前,的,不能,吸收,了,，,可不可以,退回,不,做,的,?
，，，，，，， |-| ，,，,，,，,，,，,，
我降龙装备被不小心分解了能补吗 |-| 我,降龙,装备,被,不,小心,分解,了,能,补,吗
～～～～～～～～～ |-| ～,～,～,～,～,～,～,～,～
打造戒指为啥15次了还是不给个橙色这样玩有意思吗？ |-| 打造,戒指,为啥,15,次,了,还是,不,给,个,橙色,这样,玩,有意思,吗,？
应该出个金币交易 |-| 应该,出个,金币,交易
刚说错了，是背包里的丹丢了，大理和天山丹
 |-| 刚,说错,了,，,是,背包,里,的,丹,丢,了,，,大理,和,天山,丹,

没有使用过的美人弄成了通用碎片 |-| 没有,使用,过,的,美人,弄,成,了,通用,碎片
我的天山丹和大理丹在仓库怎么没了
 |-| 我,的,天山,丹,和,大理,丹,在,仓库,怎么,没,了,

老子日你姥姥 |-| 老子,日,你,姥姥
游戏延迟特别高，但网络没问题 |-| 游戏,延迟,特别,高,，,但,网络,没,问题
那个蜜蜡为什么商城没有出售 |-| 那个,蜜蜡,为什么,商城,没有,出售
mc天下，虚假信息，专门骗人 |-| mc,天下,，,虚假,信息,，,专门,骗人
卡死了，我 |-| 卡死,了,，,我
好卡怎么回事 |-| 好卡,怎么回事
哈哈哈哈哈哈哈哈
 |-| 哈哈哈哈,哈哈哈哈,

哈哈哈哈哈哈哈哈
 |-| 哈哈哈哈,哈哈哈哈,

美人升橙九怎么生命没加，昨晚九点三十几分升的 |-| 美人升,橙,九,怎么,生命,没加,，,昨晚,九点,三十,几分,升,的
。。。。。。。。 |-| 。,。,。,。,。,。,。,。
出一款比基尼时装 |-| 出,一款,比基尼,时装
炼狱少室山，一进就卡出来了，还我，就我一个人卡出来，你们游戏有漏洞呀 |-| 炼狱,少室,山,，,一进,就,卡,出来,了,，,还,我,，,就,我,一个,人卡,出来,，,你们,游戏,有,漏洞,呀
请问换手机了怎么办。 |-| 请问,换,手机,了,怎么办,。
切莫是苹果的 |-| 切莫,是,苹果,的
怎么解除手机绑定 |-| 怎么,解除,手机,绑定
太花钱 有钱人玩的游戏 |-| 太,花钱, ,有钱人,玩,的,游戏
点点头发长 |-| 点点头,发,长
希望出多点时装 |-| 希望,出,多点,时装
充值就不能多送点蜜蜡吗？ |-| 充值,就,不能,多,送点,蜜蜡,吗,？
唐门做的比天山都变态，掉血时间太长， |-| 唐门,做,的,比,天山,都,变态,，,掉血,时间,太,长,，
充值不了.总是提示失败 |-| 充值,不了,.,总是,提示,失败
本来人就少，还三天开一区 |-| 本来,人,就,少,，,还,三天,开一区
好不就你太 |-| 好,不,就,你,太
地宫老板太少不够打 |-| 地宫,老板,太,少,不够,打
什么垃圾游戏让不让玩了 |-| 什么,垃圾,游戏,让,不让,玩,了
空间相片的 |-| 空间,相片,的
玩了2个月了就是不给90级吊坠 |-| 玩,了,2,个,月,了,就是,不,给,90,级,吊,坠
哪个才是正版，为什么换个手机原来的账号就用不了
 |-| 哪个,才,是,正版,，,为什么,换个,手机,原来,的,账号,就,用,不了,

子女等级太难升了，一个多月，都还没召唤出来，全服也没见有人召唤出来，建议调低召唤等级或者减低升级难度。 |-| 子女,等级,太难升,了,，,一个多月,，,都还没,召唤,出来,，,全服,也,没见,有人,召唤,出来,，,建议,调低,召唤,等级,或者,减低,升级,难度,。
礼包给我开个转生石。马上充钱 |-| 礼包,给,我,开个,转生,石,。,马上,充钱
合区吧快点 |-| 合区,吧,快点
卡得一逼，卧槽 |-| 卡得,一,逼,，,卧槽
草你大爷的 |-| 草,你,大爷,的
。。。。。。 |-| 。,。,。,。,。,。
在吗我把叶二娘美人，不小心合通用了 |-| 在,吗,我,把,叶二娘,美人,，,不,小心,合,通用,了
胡吃海喝的建设基金 |-| 胡吃海喝,的,建设,基金
都觉得减肥减肥 |-| 都,觉得,减肥,减肥
能不能来两个积木号，这个区快死区了


 |-| 能,不能,来,两个,积木,号,，,这个,区快,死区,了,
,
,

唐门群攻技能，刷新的怪，无法造成伤害 |-| 唐门,群攻,技能,，,刷新,的,怪,，,无法,造成,伤害
嘎嘎vvv |-| 嘎嘎,vvv
房管局看吧吃错药
 |-| 房管局,看吧,吃错药,

什么老掉线 |-| 什么,老,掉线
没人怎么回事 |-| 没,人,怎么回事
哈哈哈哈哈 |-| 哈哈哈,哈哈
带上暗器为什么没办法培养？？？ |-| 带上,暗器,为什么,没,办法,培养,？,？,？






下.

 |-| 
,
,
,
,
,
,下,.,
,










 |-| 
,
,
,
,
,
,
,
,

临江仙暗夜 |-| 临江仙,暗夜
我怎么就做不出神装破魂戒指 |-| 我,怎么,就,做,不,出神,装破魂,戒指
少室山排行榜活动，普通和挑战的礼包弄反了 |-| 少室,山,排行榜,活动,，,普通,和,挑战,的,礼包,弄反,了
挑战和普通写反了吧？ |-| 挑战,和,普通,写,反,了,吧,？
少室山礼包写反了，一点都不认真 |-| 少室,山,礼包,写,反,了,，,一点,都,不,认真
要照顾一下不充值的玩家 |-| 要,照顾,一下,不,充值,的,玩家
为什么我这个号没有冲刺商店 |-| 为什么,我,这个,号,没有,冲刺,商店
挺好挺好挺好 |-| 挺,好,挺,好,挺,好
如何申请退款 |-| 如何,申请,退款
伙伴幻化没有任何意义！能换干嘛不直接使用？ |-| 伙伴,幻化,没有,任何,意义,！,能换,干嘛,不,直接,使用,？
客户端没有任意充 |-| 客户端,没有,任意,充
美人阵法激活太少 |-| 美人,阵法,激活,太,少
。。你。。。 |-| 。,。,你,。,。,。
无聊啊，无聊啊 |-| 无聊,啊,，,无聊,啊
点错噼噼啪啪啪啪啪 |-| 点错,噼噼啪啪,啪啪,啪
改进下切换后台还会保持在线20分钟到 |-| 改进,下,切换,后台,还会,保持,在线,20,分钟,到
放技能好难放 |-| 放,技能,好,难放
哪有这样，还让我们怎么玩。退游得了。 |-| 哪有,这样,，,还,让,我们,怎么,玩,。,退游,得,了,。
希望挂机功能增加一个包裹满了后自动吸收强化品质低的装备 |-| 希望,挂机,功能,增加,一个,包裹,满,了,后,自动,吸收,强化,品质,低,的,装备
两个字，垃圾 |-| 两个,字,，,垃圾
热我吃过好大的 |-| 热,我,吃,过,好,大,的
没有了说的 |-| 没有,了,说,的
不能微信支付麻烦 |-| 不能,微信,支付,麻烦
    各国航海事故 |-|  , , , ,各国,航海,事故
应该显示手机电量 |-| 应该,显示,手机,电量
美人橙九没有给加血 |-| 美人,橙,九,没有,给,加血
wgwwww |-| wgwwww
强化好了，是我没点装备，抱歉打扰了 |-| 强化,好,了,，,是,我,没点,装备,，,抱歉,打扰,了
不小心把橙色姥姥伙伴吸收了 能不能找回 |-| 不,小心,把,橙色,姥姥,伙伴,吸收,了, ,能,不能,找回
怎么不能自动强化了， |-| 怎么,不能,自动,强化,了,，
怎么不能自动强化了， |-| 怎么,不能,自动,强化,了,，
为什么一到晚上就卡显示信号红色 |-| 为什么,一到,晚上,就,卡,显示,信号,红色
武林盟主天龙八部 |-| 武林,盟主,天龙八部
武场里，有1级小号不能打，进武场做什么？还占用状态圈 |-| 武场,里,，,有,1,级,小号,不能,打,，,进,武场,做,什么,？,还,占用,状态,圈
死区了。没法玩了。 |-| 死区,了,。,没法,玩,了,。
合区合区.人太少太少太少太少太少.队都组不起 |-| 合区,合区,.,人太少,太少,太少,太少,太少,.,队,都,组不起
充值给生命宝石活动怎么还没给我宝石 |-| 充值,给,生命,宝石,活动,怎么,还,没,给,我,宝石
我跑完第一次商，给了5万多，包里有两万多，这样就是7万多了，跑完第二次给了我5万多，包里该有13万多啊！怎么就只有4万多了，赔我钱 |-| 我,跑,完,第一次,商,，,给,了,5,万多,，,包里,有,两万多,，,这样,就是,7,万多,了,，,跑,完,第二次,给,了,我,5,万多,，,包里,该,有,13,万多,啊,！,怎么,就,只有,4,万多,了,，,赔,我,钱
装备被人都给我扔了 |-| 装备,被,人,都,给,我,扔,了
手机认证的通行证是什么 |-| 手机,认证,的,通行证,是,什么
金币太难赚了 |-| 金币,太,难赚,了
合成错误 看错啦 把三品宠物丹918个给合成四品了 能否还原啊 |-| 合成,错误, ,看错,啦, ,把,三品,宠物,丹,918,个,给,合成,四品,了, ,能否,还原,啊
苹果6splus药店不能打开？ |-| 苹果,6splus,药店,不能,打开,？
药店打不开？ |-| 药店,打不开,？
这游戏太坑了，石头两个月不给，天天被人杀，越玩越没意思 |-| 这,游戏,太坑,了,，,石头,两个,月,不,给,，,天天,被,人,杀,，,越玩越,没意思
偶尔副本进去了又回卡出来 |-| 偶尔,副本,进去,了,又,回卡,出来
武场是打架的地方，不能pk的级数不nen能进 |-| 武场,是,打架,的,地方,，,不能,pk,的,级数,不,nen,能进
不是说华山是瑞士制打六场麽 莪怎么第一场输给11的就结束了 |-| 不是,说,华山,是,瑞士制,打,六场,麽, ,莪,怎么,第一场,输给,11,的,就,结束,了
抽侠客太复杂。直接金币升级多好 |-| 抽,侠客,太,复杂,。,直接,金币,升级,多好
遗忘自己徒弟的账号，名字是苹果君上，该号是一键注册。密码没忘，只是忘记账号。故请求申请找回。 |-| 遗忘,自己,徒弟,的,账号,，,名字,是,苹果,君上,，,该,号,是,一键,注册,。,密码,没忘,，,只是,忘记,账号,。,故,请求,申请,找回,。
侠客栏增加到1000/ 一次100抽 |-| 侠客,栏,增加,到,1000,/, ,一次,100,抽
85了为什么不能参加武林之颠 |-| 85,了,为什么,不能,参加,武林,之颠
没有任务物品任务卡住了怎么解决 |-| 没有,任务,物品,任务,卡住,了,怎么,解决
不能看自己绑定和非绑定元宝，金币都没了 |-| 不能,看,自己,绑定,和,非,绑定,元宝,，,金币,都,没,了
呵呵哈哈哈 |-| 呵呵,哈哈哈
没有经验值？ |-| 没有,经验值,？
雪地靴男的 |-| 雪地,靴,男,的
江陵兑换能不能不限制次数 |-| 江陵,兑换,能,不能不,限制,次数
能不能来个侠客百连抽，或者50连抽 |-| 能,不能,来个,侠客,百连,抽,，,或者,50,连,抽
唐门一挂机就缺蓝，一个70级蓝回复1800，15秒回一次，一个技能用8秒用一次一次就1300这设置合理不 |-| 唐门,一,挂机,就,缺蓝,，,一个,70,级,蓝,回复,1800,，,15,秒,回,一次,，,一个,技能,用,8,秒,用,一次,一次,就,1300,这,设置,合理,不
我首充了并没有给我天山伏虎那个装备啊？
 |-| 我首充,了,并,没有,给,我,天山,伏虎,那个,装备,啊,？,

天天吞吞吐吐 |-| 天天,吞吞吐吐
我-，一。一 我也是二皮，一，， |-| 我,-,，,一,。,一, ,我,也,是,二皮,，,一,，,，
为什么我的上限差了别人660万经验 |-| 为什么,我,的,上限,差,了,别人,660,万,经验
如何离婚啊 |-| 如何,离婚,啊
好感觉换可以
 |-| 好,感觉,换,可以,

没什么问题 |-| 没什么,问题
站力莫名其妙掉了2万 |-| 站力,莫名其妙,掉,了,2,万
你这吊游戏，冲钱也跟拉圾似的，玩个毛 |-| 你,这,吊,游戏,，,冲钱,也,跟,拉圾,似的,，,玩个,毛
好玩。特别好 |-| 好玩,。,特别,好
师徒店里的风雷雕为什么不能用？
 |-| 师徒,店里,的,风雷,雕,为什么,不能,用,？,

你们是不是不想给我玩了？冲个金8连个姥姥也不给，恶人也不出装备，想叫我退游？ |-| 你们,是不是,不想,给,我,玩,了,？,冲个,金,8,连个,姥姥,也,不,给,，,恶人,也,不出,装备,，,想,叫,我,退游,？
卡有点卡拉卡 |-| 卡,有点,卡拉,卡
http://wap.cmfu.com/ |-| http,:,/,/,wap,.,cmfu,.,com,/
估计下面的区，都是玩唐门，天山的，其他职业没人了，然后就走到官服的后路，越来人越少 |-| 估计,下面,的,区,，,都,是,玩,唐门,，,天山,的,，,其他,职业,没人,了,，,然后,就,走,到,官服,的,后路,，,越来,人,越少
他 |-| 他
很大变化相互介绍 |-| 很大,变化,相互,介绍
陈vv女警你奶奶胖 |-| 陈,vv,女警,你,奶奶,胖
副本老是被卡出去 |-| 副本,老是,被,卡,出去
感觉少林是这里面最垃圾的门派，除了打副本，基本30w血就是别人一个技能！这还玩几把毛 |-| 感觉,少林,是,这,里面,最,垃圾,的,门派,，,除了,打,副本,，,基本,30w,血,就是,别人,一个,技能,！,这,还,玩,几把,毛
管管打广告的吧 |-| 管管,打广告,的,吧
助你一臂之力而不是祝 |-| 助,你,一臂之力,而,不是,祝
能不能合区，连个人都没有，组队都组不到人，强烈要求合区 |-| 能,不能,合区,，,连,个人,都,没有,，,组队,都,组,不到,人,，,强烈要求,合区
美人阵法自动装备 |-| 美人,阵法,自动,装备
没有怪没有出口 |-| 没有,怪,没有,出口
bug了 在灵鹫宫里面没出任务怪也没有出口下一场 |-| bug,了, ,在,灵鹫,宫,里面,没,出,任务,怪,也,没有,出口,下一场
你们也过份了，我前前后后做了三十多次戒指都没出橙色的。太伤人心了。你是不是以为你这游戏有绝对的吸引力。真想骂你们，。 |-| 你们,也,过份,了,，,我,前前后后,做,了,三十,多次,戒指,都,没出,橙色,的,。,太,伤人,心,了,。,你,是不是,以为,你,这,游戏,有,绝对,的,吸引力,。,真想,骂,你们,，,。
账号元宝被盗了，请客服追回，谢谢了 |-| 账号,元宝,被盗,了,，,请客,服,追回,，,谢谢,了
到底多久给我100吊坠，几个月了都不给吊坠 |-| 到底,多久,给,我,100,吊坠,，,几个,月,了,都,不,给,吊,坠
你为什么三天了还没有得到西夏公主美人？求解释！ |-| 你,为什么,三天,了,还,没有,得到,西夏,公主,美人,？,求,解释,！
给天龙八部提个建议 真的 翅膀外观太丑了  希望在以后的更新 能改下外观 |-| 给,天龙八部,提个,建议, ,真的, ,翅膀,外观,太丑,了, , ,希望,在,以后,的,更新, ,能,改下,外观
我最近答题礼包怎么都没元宝了 |-| 我,最近,答题,礼包,怎么,都,没,元宝,了
